mineral_name,chemical_index_id,group_id,subgroup_id,mineral_id
Donathite,0,0,,
Copper,1.1,1,,1
Danbaite,1.1,1,,10
Zhanghengite,1.11,1,,11
Mercury,1.12,1,,12
Kolymite,1.13,1,,13
Moschellandsbergite,1.14,1,,14
Eugenite,1.15,1,,15
Schachnerite,1.16,1,,16
Paraschachnerite,1.17,1,,17
Luanheite,1.18,1,,18
Weishanite,1.19,1,,19
Silver,1.2,1,,2
Indium,1.2,1,,20
Aluminium,1.21,1,,21
Khatyrkite,1.22,1,,22
Cupalite,1.23,1,,23
Diamond,1.24,1,,24
Graphite,1.25,1,,25
Chaoite,1.26,1,,26
Lonsdaleite,1.27,1,,27
Silicon,1.28,1,,28
Tin,1.29,1,,29
Lead,1.3,1,,30
Anyuiite,1.31,1,,31
Novodneprite,1.31,1,,31
Leadamalgam,1.32,1,,32
Arsenic,1.33,1,,33
Arsenolamprite,1.34,1,,34
Paxite,1.35,1,,35
Koutekite,1.36,1,,36
Domeykite,1.37,1,,37
Algodonite,1.38,1,,38
NovÃ¡kite,1.39,1,,39
Kutinaite,1.4,1,,40
Antimony,1.41,1,,41
Stibarsen,1.42,1,,42
Paradocrasite,1.43,1,,43
Horsfordite,1.44,1,,44
Cuprostibite,1.45,1,,45
Allargentum,1.46,1,,46
Aurostibite,1.47,1,,47
Dyscrasite,1.48,1,,48
Bismuth,1.49,1,,49
Gold,1.5,1,,5
Maldonite,1.5,1,,50
Sulphur,1.51,1,,51
RosickÃ½ite,1.52,1,,52
Selenium,1.53,1,,53
Tellurium,1.54,1,,54
Chromium,1.55,1,,55
Rhenium,1.56,1,,56
Iron,1.57,1,,57
Chromferide,1.58,1,,58
Ferchromide,1.59,1,,59
Auricupride,1.6,1,,6
Wairauite,1.6,1,,60
Nickel,1.61,1,,61
Kamacite,1.62,1,,62
Taenite,1.63,1,,63
Tetrataenite,1.64,1,,64
Awaruite,1.65,1,,65
Palladium,1.66,1,,66
Potarite,1.67,1,,67
Paolovite,1.68,1,,68
Stannopalladinite,1.69,1,,69
Tetra-auricupride,1.7,1,,7
Cabriite,1.7,1,,70
Taimyrite,1.71,1,,71
Atokite,1.72,1,,72
Rustenburgite,1.73,1,,73
Zvyagintsevite,1.74,1,,74
Plumbopalladinite,1.75,1,,75
Osmium,1.76,1,,76
Iridium,1.77,1,,77
Zinc,1.8,1,,8
Platinum,1.82,1,,82
Hongshiite,1.83,1,,83
Niggliite,1.84,1,,84
Isoferroplatinum,1.85,1,,85
Tetraferroplatinum,1.86,1,,86
Tulameenite,1.87,1,,87
Ferronickelplatinum,1.88,1,,88
Rhodium,1.89,1,,89
Cadmium,1.9,1,,9
Teepleite,10.1.1,10,1,1
Solongoite,10.1.11,10,1,11
Hydrochlorborite,10.1.12,10,1,12
Ekaterinite,10.1.13,10,1,13
Volkovskite,10.1.14,10,1,14
Chelkarite,10.1.15,10,1,15
Johachidolite,10.1.16,10,1,16
Satimolite,10.1.17,10,1,17
Chambersite,10.1.18,10,1,18
Congolite,10.1.19,10,1,19
Bandylite,10.1.2,10,1,2
Ericaite,10.1.20,10,1,20
Berborite,10.1.3,10,1,3
Fluoborite,10.1.4,10,1,4
Boracite,10.1.5,10,1,5
Karlite,10.1.6,10,1,6
Shabynite,10.1.7,10,1,7
Hilgardite,10.1.8/9/10,10,1,8/9/2010
LÃ¼neburgite,10.2.1,10,2,1
Cahnite,10.2.2,10,2,2
Teruggite,10.2.3,10,2,3
Seamanite,10.2.4,10,2,4
Sulfoborite,10.3.1,10,3,1
Heidornite,10.3.2,10,3,2
Charlesite,10.3.3,10,3,3
Canavesite,10.4.1,10,4,1
Carboborite,10.4.2,10,4,2
Borcarite,10.4.3,10,4,3
Sakhaite,10.4.4,10,4,4
Moydite-(Y),10.4.5,10,4,5
Gaudefroyite,10.4.6,10,4,6
Zabuyelite,11.1.1,11,1,1
Nyerereite,11.1.10,11,1,10
Natrofairchildite,11.1.11,11,1,11
Zemkorite,11.1.12,11,1,12
Pirssonite,11.1.13,11,1,13
Gaylussite,11.1.14,11,1,14
Baylissite,11.1.15,11,1,15
Fairchildite,11.1.16,11,1,16
BÃ¼tschliite,11.1.17,11,1,17
Teschemacherite,11.1.18,11,1,18
Natrite,11.1.2,11,1,2
Nahcolite,11.1.3,11,1,3
Wegscheiderite,11.1.4,11,1,4
Thermonatrite,11.1.5,11,1,5
Trona,11.1.6,11,1,6
Natron,11.1.7,11,1,7
Kalicinite,11.1.8,11,1,8
Shortite,11.1.9,11,1,9
Bismutite,11.10.1,11,10,1
Beyerite,11.10.2,11,10,2
Stichtite,11.11.1,11,11,1
Sharpite,11.11.10,11,11,10
Voglite,11.11.11,11,11,11
Andersonite,11.11.12,11,11,12
Swartzite,11.11.13,11,11,13
Rabbittite,11.11.14,11,11,14
Kamotoite-(Y),11.11.15,11,11,15
Shabaite-(Nd),11.11.16,11,11,16
Astrocyanite-(Ce),11.11.17,11,11,17
Bijvoetite-(Y),11.11.18,11,11,18
Widenmannite,11.11.19,11,11,19
Rutherfordine,11.11.2,11,11,2
Znucalite,11.11.20,11,11,20
Joliotite,11.11.3,11,11,3
Grimselite,11.11.4,11,11,4
Bayleyite,11.11.5,11,11,5
Metazellerite,11.11.6,11,11,6
Zellerite,11.11.7,11,11,7
Wyartite,11.11.8,11,11,8
Urancalcarite,11.11.9,11,11,9
Rhodochrosite,11.12.1,11,12,1
Holdawayite,11.12.2,11,12,2
Desautelsite,11.12.3,11,12,3
Kutnohorite,11.12.4,11,12,4
Siderite,11.13.1,11,13,1
Pyroaurite,11.13.2,11,13,2
Pyroaurite-2H,11.13.3,11,13,3
Brugnatellite,11.13.4,11,13,4
Coalingite,11.13.5,11,13,5
Ankerite,11.13.6,11,13,6
Spherocobaltite,11.14.1,11,14,1
Reevesite,11.14.10,11,14,10
Comblainite,11.14.11,11,14,11
SzymaÅ„skiite,11.14.12,11,14,12
Kolwezite,11.14.2,11,14,2
Nullaginite,11.14.3,11,14,3
Hellyerite,11.14.4,11,14,4
Otwayite,11.14.5,11,14,5
Zaratite,11.14.6,11,14,6
Kambaldaite,11.14.7,11,14,7
Glaukosphaerite,11.14.8,11,14,8
GaspÃ©ite,11.14.9,11,14,9
Malachite,11.2.1,11,2,1
Azurite,11.2.2,11,2,2
Chalconatronite,11.2.4,11,2,4
Callaghanite,11.2.5,11,2,5
Magnesite,11.3.1,11,3,1
Eitelite,11.3.10,11,3,10
Mcguinnessite,11.3.11,11,3,11
Barringtonite,11.3.2,11,3,2
Nesquehonite,11.3.3,11,3,3
Lansfordite,11.3.4,11,3,4
Pokrovskite,11.3.5,11,3,5
Artinite,11.3.6,11,3,6
Hydromagnesite,11.3.7,11,3,7
Giorgiosite,11.3.8,11,3,8
Dypingite,11.3.9,11,3,9
Calcite,11.4.1,11,4,1
Aragonite,11.4.2,11,4,2
Vaterite,11.4.3,11,4,3
Monohydrocalcite,11.4.4,11,4,4
Ikaite,11.4.5,11,4,5
Dolomite,11.4.6,11,4,6
Huntite,11.4.7,11,4,7
Sergeevite,11.4.8,11,4,8
Strontianite,11.5.1,11,5,1
Witherite,11.5.2,11,5,2
Norsethite,11.5.3,11,5,3
Alstonite,11.5.4,11,5,4
Paralstonite,11.5.5,11,5,5
Barytocalcite,11.5.6,11,5,6
Benstonite,11.5.7,11,5,7
Smithsonite,11.6.1,11,6,1
Otavite,11.6.10,11,6,10
Hydrozincite,11.6.2,11,6,2
Rosasite,11.6.3,11,6,3
Zincrosasite,11.6.4,11,6,4
Aurichalcite,11.6.5,11,6,5
Claraite,11.6.6,11,6,6
Minrecordite,11.6.7,11,6,7
Loseyite,11.6.8,11,6,8
Sclarite,11.6.9,11,6,9
Scarbroite,11.7.1,11,7,1
Wermlandite,11.7.10,11,7,10
Montroyalite,11.7.11,11,7,11
Dresserite,11.7.12,11,7,12
Hydrodresserite,11.7.13,11,7,13
Strontiodresserite,11.7.14,11,7,14
Hydroscarbroite,11.7.2,11,7,2
Dawsonite,11.7.3,11,7,3
Hydrotalcite,11.7.4,11,7,4
Hydrotalcite-2H,11.7.5,11,7,5
Indigirite,11.7.6,11,7,6
Alumohydrocalcite,11.7.7,11,7,7
Para-alumohydrocalcite,11.7.8,11,7,8
Tunisite,11.7.9,11,7,9
Calkinsite-(Ce),11.8.1,11,8,1
Kimuraite-(Y),11.8.10,11,8,10
Lokkaite-(Y),11.8.11,11,8,11
Calcioancylite-(Nd),11.8.12,11,8,12
Calcioancylite-(Ce),11.8.13,11,8,13
Burbankite,11.8.14,11,8,14
Khanneshite,11.8.15,11,8,15
Donnayite-(Y),11.8.16,11,8,16
Carbocernaite,11.8.17,11,8,17
Ancylite-(Ce),11.8.18,11,8,18
Ewaldite,11.8.19,11,8,19
Lanthanite-(La),11.8.2,11,8,2
Mckelveyite-(Y),11.8.20,11,8,20
Sahamalite-(Ce),11.8.21,11,8,21
Lanthanite-(Ce),11.8.3,11,8,3
Lanthanite-(Nd),11.8.4,11,8,4
Hydroxylbastnäsite-(Ce),11.8.5,11,8,5
Hydroxylbastnäsite-(Nd),11.8.6,11,8,6
Hydroxylbastnäsite-(La),11.8.7,11,8,7
RÃ©mondite-(Ce),11.8.8,11,8,8
Tengerite-(Y),11.8.9,11,8,9
Cerussite,11.9.1,11,9,1
Hydrocerussite,11.9.2,11,9,2
Dundasite,11.9.3,11,9,3
Gysinite-(Nd),11.9.4,11,9,4
Schuilingite-(Nd),11.9.5,11,9,5
Tuliokite,11.9.6,11,9,6
Weloganite,11.9.7,11,9,7
Sabinaite,11.9.8,11,9,8
Northupite,12.1.1,12,1,1
Bastnäsite-(Y),12.1.10,12,1,10
Parisite-(Ce),12.1.11,12,1,11
Parisite-(Nd),12.1.12,12,1,12
Synchysite-(Ce),12.1.13,12,1,13
Synchysite-(Y),12.1.14,12,1,14
Synchysite-(Nd),12.1.15,12,1,15
Röntgenite-(Ce),12.1.16,12,1,16
Cordylite-(Ce),12.1.17,12,1,17
Huanghoite-(Ce),12.1.19,12,1,19
Barentsite,12.1.2,12,1,2
Zhonghuacerite-(Ce),12.1.20,12,1,20
Cebaite-(Ce),12.1.21,12,1,21
Thorbastnäsite,12.1.22,12,1,22
Phosgenite,12.1.23,12,1,23
Barstowite,12.1.24,12,1,24
Albrechtschraufite,12.1.25,12,1,25
Kettnerite,12.1.26,12,1,26
Rouvilleite,12.1.3,12,1,3
Chlormagaluminite,12.1.4,12,1,4
Defernite,12.1.5,12,1,5
Brenkite,12.1.6,12,1,6
Stenonite,12.1.7,12,1,7
Bastnäsite-(Ce),12.1.8,12,1,8
Bastnäsite-(La),12.1.9,12,1,9
Burkeite,12.2.1,12,2,1
Schulenbergite,12.2.10,12,2,10
Leadhillite,12.2.11,12,2,11
Macphersonite,12.2.12,12,2,12
Susannite,12.2.13,12,2,13
Wherryite,12.2.14,12,2,14
Caledonite,12.2.15,12,2,15
Nasledovite,12.2.16,12,2,16
Jouravskite,12.2.17,12,2,17
Schröckingerite,12.2.18,12,2,18
Manganotychite,12.2.19,12,2,19
Hanksite,12.2.2,12,2,2
Hauckite,12.2.20,12,2,20
Paraotwayite,12.2.21,12,2,21
Carrboydite,12.2.22,12,2,22
Mountkeithite,12.2.23,12,2,23
CamÃ©rolaite,12.2.24,12,2,24
Tychite,12.2.3,12,2,3
Motukoreaite,12.2.4,12,2,4
Ferrotychite,12.2.5,12,2,5
Nakauriite,12.2.6,12,2,6
Carbonatecyanotrichite,12.2.7,12,2,7
Rapidcreekite,12.2.8,12,2,8
Tatarskite,12.2.9,12,2,9
Nitratine,13.1,13,,1
Humberstonite,13.1,13,,10
Mbobomkulite,13.11,13,,11
Hydrombobomkulite,13.12,13,,12
Nickelalumite,13.13,13,,13
Niter,13.2,13,,2
Gerhardtite,13.3,13,,3
Nitromagnesite,13.4,13,,4
Nitrocalcite,13.5,13,,5
Nitrobarite,13.6,13,,6
Buttgenbachite,13.7,13,,7
Sveite,13.8,13,,8
Darapskite,13.9,13,,9
Natrosilite,14.1.1,14,1,1
Ertixiite,14.1.2,14,1,2
Revdite,14.1.3,14,1,3
Makatite,14.1.4,14,1,4
Magadiite,14.1.5,14,1,5
Kenyaite,14.1.6,14,1,6
Grumantite,14.1.7,14,1,7
Silinaite,14.1.8,14,1,8
Zircon,14.10.1,14,10,1
Hilairite,14.10.10,14,10,10
Petarasite,14.10.11,14,10,11
Khibinskite,14.10.12,14,10,12
Wadeite,14.10.13,14,10,13
Dalyite,14.10.14,14,10,14
Kostylevite,14.10.15,14,10,15
Umbite,14.10.16,14,10,16
Paraumbite,14.10.17,14,10,17
Georgechaoite,14.10.18,14,10,18
Gittinsite,14.10.19,14,10,19
Hafnon,14.10.2,14,10,2
Calciocatapleiite,14.10.20,14,10,20
Calciohilairite,14.10.21,14,10,21
Armstrongite,14.10.22,14,10,22
Lemoynite,14.10.23,14,10,23
Catapleiite,14.10.24,14,10,24
Baghdadite,14.10.25,14,10,25
Lovozerite,14.10.26,14,10,26
LÃ¥venite,14.10.27,14,10,27
Penkvilksite,14.10.28,14,10,28
Darapiosite,14.10.29,14,10,29
Zektzerite,14.10.3,14,10,3
Bazirite,14.10.30,14,10,30
Komkovite,14.10.31,14,10,31
Zirsinalite,14.10.32,14,10,32
Tranquillityite,14.10.33,14,10,33
Parakeldyshite,14.10.4,14,10,4
Vlasovite,14.10.5,14,10,5
Keldyshite,14.10.6,14,10,6
Gaidonnayite,14.10.7,14,10,7
Terskite,14.10.8,14,10,8
Elpidite,14.10.9,14,10,9
Thorite,14.11.1,14,11,1
Huttonite,14.11.2,14,11,2
Umbozerite,14.11.3,14,11,3
Thornasite,14.11.4,14,11,4
Yttrialite-(Y),14.11.5,14,11,5
Edgarbaileyite,14.11.6,14,11,6
Brannockite,14.12.1,14,12,1
Malayaite,14.12.2,14,12,2
Stokesite,14.12.3,14,12,3
Pabstite,14.12.4,14,12,4
Alamosite,14.13.1,14,13,1
Creaseyite,14.13.10,14,13,10
Plumbotsumite,14.13.2,14,13,2
Luddenite,14.13.3,14,13,3
Molybdophyllite,14.13.4,14,13,4
Margarosanite,14.13.5,14,13,5
Ganomalite,14.13.6,14,13,6
Kentrolite,14.13.7,14,13,7
Barysilite,14.13.8,14,13,8
Melanotekite,14.13.9,14,13,9
Cavansite,14.14.1,14,14,1
Pentagonite,14.14.2,14,14,2
Goldmanite,14.14.3,14,14,3
Haradaite,14.14.4,14,14,4
Saneroite,14.14.5,14,14,5
Erlianite,14.14.6,14,14,6
Eulytine,14.14.7,14,14,7
Bismutoferrite,14.14.8,14,14,8
Kosmochlor,14.15.1,14,15,1
Natalyite,14.15.2,14,15,2
Knorringite,14.15.3,14,15,3
Krinovite,14.15.4,14,15,4
Uvarovite,14.15.5,14,15,5
Uranosilite,14.16.1,14,16,1
Uranophane,14.16.10,14,16,10
Parauranophane,14.16.11,14,16,11
Haiweeite,14.16.12,14,16,12
Metahaiweeite,14.16.13,14,16,13
Steacyite,14.16.15,14,16,15
Ekanite,14.16.16,14,16,16
Kasolite,14.16.17,14,16,17
Orlite,14.16.18,14,16,18
Oursinite,14.16.19,14,16,19
Coffinite,14.16.2,14,16,2
Soddyite,14.16.3,14,16,3
Swamboite-(Nd),14.16.4,14,16,4
Weeksite,14.16.5,14,16,5
Boltwoodite,14.16.6,14,16,6
Natroboltwoodite,14.16.7,14,16,7
Cuprosklodowskite,14.16.8,14,16,8
Sklodowskite,14.16.9,14,16,9
Rhodonite,14.17.1,14,17,1
Yofortierite,14.17.10,14,17,10
Tephroite,14.17.2,14,17,2
Braunite,14.17.3,14,17,3
Alleghanyite,14.17.4,14,17,4
Ribbeite,14.17.5,14,17,5
Leucophoenicite,14.17.6,14,17,6
Jerrygibbsite,14.17.7,14,17,7
Bementite,14.17.8,14,17,8
Parsettensite,14.17.9,14,17,9
Nambulite,14.18.1,14,18,1
Gonyerite,14.18.10,14,18,10
Tirodite,14.18.11,14,18,11
Manganhumite,14.18.12,14,18,12
Bustamite,14.18.13,14,18,13
Glaucochroite,14.18.14,14,18,14
Truscottite,14.18.15,14,18,15
Santaclaraite,14.18.16,14,18,16
Ferrobustamite,14.18.17,14,18,17
Johannsenite,14.18.18,14,18,18
Neltnerite,14.18.19,14,18,19
Natronambulite,14.18.2,14,18,2
Orlymanite,14.18.20,14,18,20
Inesite,14.18.21,14,18,21
Orientite,14.18.22,14,18,22
Ruizite,14.18.23,14,18,23
Bostwickite,14.18.24,14,18,24
Kittatinnyite,14.18.25,14,18,25
Lithiomarsturite,14.18.26,14,18,26
Serandite,14.18.27,14,18,27
Kvanefjeldite,14.18.28,14,18,28
Marsturite,14.18.29,14,18,29
Zakharovite,14.18.3,14,18,3
Raite,14.18.30,14,18,30
Richterite,14.18.31,14,18,31
Byelorussite-(Ce),14.18.32,14,18,32
Deerite,14.18.33,14,18,33
Calderite,14.18.34,14,18,34
Pyroxmangite,14.18.35,14,18,35
Dannemorite,14.18.36,14,18,36
Neotocite,14.18.37,14,18,37
Babingtonite,14.18.38,14,18,38
Manganbabingtonite,14.18.39,14,18,39
Norrishite,14.18.4,14,18,4
Ã–rebroite,14.18.40,14,18,40
Shafranovskite,14.18.5,14,18,5
Abswurmbachite,14.18.6,14,18,6
Donpeacorite,14.18.7,14,18,7
Kanoite,14.18.8,14,18,8
Caryopilite,14.18.9,14,18,9
Fayalite,14.19.1,14,19,1
Ferrosilite,14.19.2,14,19,2
Laihunite,14.19.3,14,19,3
Ferro-anthophyllite,14.19.4,14,19,4
Ferripyrophyllite,14.19.5,14,19,5
Greenalite,14.19.6,14,19,6
Cronstedtite,14.19.7,14,19,7
Hisingerite,14.19.8,14,19,8
Dioptase,14.2.1,14,2,1
Stringhamite,14.2.10,14,2,10
Apachite,14.2.11,14,2,11
Shattuckite,14.2.2,14,2,2
Plancheite,14.2.3,14,2,3
Gilalite,14.2.4,14,2,4
Chrysocolla,14.2.5,14,2,5
Litidionite,14.2.6,14,2,6
Reinhardbraunsite,14.2.7,14,2,7
Cuprorivaite,14.2.8,14,2,8
Kinoite,14.2.9,14,2,9
Emeleusite,14.20.1,14,20,1
Aegirine,14.20.2,14,20,2
Wilkinsonite,14.20.4,14,20,4
Tuperssuatsiaite,14.20.5,14,20,5
Riebeckite,14.20.6,14,20,6
Ferri-annite,14.20.7,14,20,7
"Fenaksite""",14.20.8,14,20,8
Montdorite,14.20.9,14,20,9
Olivine,14.21.1,14,21,1
Chesterite,14.21.10,14,21,10
Jimthompsonite,14.21.11,14,21,11
Clinojimthompsonite,14.21.12,14,21,12
Majorite,14.21.13,14,21,13
Balangeroite,14.21.14,14,21,14
Ringwoodite,14.21.2,14,21,2
Wadsleyite,14.21.3,14,21,3
Clinoferrosilite,14.21.4,14,21,4
Anthophyllite,14.21.5,14,21,5
Cummingtonite,14.21.6,14,21,6
Magnesiocummingtonite,14.21.7,14,21,7
"Grunerite""",14.21.8,14,21,8
Minnesotaite,14.21.9,14,21,9
Hedenbergite,14.22.1,14,22,1
Pyroxferroite,14.22.2,14,22,2
Ferro-akermanite,14.22.3,14,22,3
"Kirschsteinite""",14.22.4,14,22,4
Tungusite,14.22.5,14,22,5
Ferro-actinolite,14.22.6,14,22,6
Ilvaite,14.22.7,14,22,7
Julgoldite-(Fe2+),14.22.8,14,22,8
Andradite,14.22.9,14,22,9
Pigeonite,14.23.1,14,23,1
Actinolite,14.23.2,14,23,2
Magnesio-riebeckite,14.24.1,14,24,1
Magnesio-arfvedsonite,14.24.2,14,24,2
Celadonite,14.24.3,14,24,3
Roedderite,14.24.4,14,24,4
Merrihueite,14.24.5,14,24,5
Chayesite,14.24.6,14,24,6
Winchite,14.25.1,14,25,1
Ferri-winchite (of Leake 1978),14.25.2,14,25,2
Alumino-ferrowinchite,14.25.3,14,25,3
Ferro-ferri-winchite,14.25.4,14,25,4
Ferro-winchite,14.25.5,14,25,5
Arfvedsonite,14.25.6,14,25,6
Ferro-richterite,14.25.7,14,25,7
Imandrite,14.25.8,14,25,8
Yakhontovite,14.25.9,14,25,9
Liebenbergite,14.26.1,14,26,1
Pecoraite,14.26.2,14,26,2
NÃ©pouite,14.26.3,14,26,3
Willemseite,14.26.4,14,26,4
Karpinskite,14.26.5,14,26,5
Falcondoite,14.26.6,14,26,6
Phenakite,14.3.1,14,3,1
Semenovite-(Ce),14.3.10,14,3,10
Barylite,14.3.11,14,3,11
Hingganite-(Ce),14.3.12,14,3,12
Hingganite-(Yb),14.3.13,14,3,13
Hingganite-(Y),14.3.14,14,3,14
Minasgeraisite-(Y),14.3.15,14,3,15
SÃ¸rensenite,14.3.16,14,3,16
Trimerite,14.3.17,14,3,17
Chiavennite,14.3.18,14,3,18
Tvedalite,14.3.19,14,3,19
Bertrandite,14.3.2,14,3,2
Harstigite,14.3.20,14,3,20
Sverigeite,14.3.21,14,3,21
Joesmithite,14.3.22,14,3,22
Gadolinite-(Y),14.3.23,14,3,23
Gadolinite-(Ce),14.3.24,14,3,24
Calciogadolinite-(Y),14.3.25,14,3,25
Beryllite,14.3.3,14,3,3
Liberite,14.3.4,14,3,4
Chkalovite,14.3.5,14,3,5
Eudidymite,14.3.6,14,3,6
Epididymite,14.3.7,14,3,7
Gugiaite,14.3.8,14,3,8
Jeffreyite,14.3.9,14,3,9
Forsterite,14.4.1,14,4,1
Spadaite,14.4.10,14,4,10
Sepiolite,14.4.11,14,4,11
Loughlinite,14.4.12,14,4,12
Eifelite,14.4.13,14,4,13
Stevensite,14.4.14,14,4,14
Antigorite,14.4.15,14,4,15
Magnesio-anthophyllite,14.4.16,14,4,16
"Enstatite""",14.4.2,14,4,2
Clinoenstatite,14.4.3,14,4,3
Chrysotile,14.4.4,14,4,4
Clinochrysotile,14.4.5,14,4,5
Orthochrysotile,14.4.6,14,4,6
Parachrysotile,14.4.7,14,4,7
Lizardite,14.4.8,14,4,8
Talc,14.4.9,14,4,9
Wollastonite,14.5.1,14,5,1
Dellaite,14.5.10,14,5,10
Afwillite,14.5.11,14,5,11
Xonotlite,14.5.12,14,5,12
Foshagite,14.5.13,14,5,13
Hillebrandite,14.5.14,14,5,14
Jaffeite,14.5.15,14,5,15
Suolunite,14.5.16,14,5,16
Killalaite,14.5.17,14,5,17
Okenite,14.5.18,14,5,18
Riversideite,14.5.19,14,5,19
Wollastonite-7T,14.5.2,14,5,2
Trabzonite,14.5.20,14,5,20
Gyrolite,14.5.21,14,5,21
Foshallasite,14.5.22,14,5,22
Tobermorite,14.5.23,14,5,23
Clinotobermorite,14.5.24,14,5,24
Nekoite,14.5.25,14,5,25
Plombièrite,14.5.26,14,5,26
Jennite,14.5.27,14,5,27
Wollastonite-2M,14.5.3,14,5,3
Rankinite,14.5.4,14,5,4
Kilchoanite,14.5.5,14,5,5
Larnite,14.5.6,14,5,6
Bredigite,14.5.7,14,5,7
Hatrurite,14.5.8,14,5,8
Rosenhahnite,14.5.9,14,5,9
Combeite,14.6.1,14,6,1
Monticellite,14.6.10,14,6,10
Merwinite,14.6.11,14,6,11
Diopside,14.6.12,14,6,12
Tremolite,14.6.13,14,6,13
Pectolite,14.6.2,14,6,2
Pectolite-M2abc,14.6.3,14,6,3
Denisovite,14.6.4,14,6,4
Tokkoite,14.6.5,14,6,5
Mountainite,14.6.6,14,6,6
Rhodesite,14.6.7,14,6,7
Miserite,14.6.8,14,6,8
Ã…kermanite,14.6.9,14,6,9
Sanbornite,14.7.1,14,7,1
Taikanite,14.7.10,14,7,10
Willemite,14.7.11,14,7,11
Hemimorphite,14.7.12,14,7,12
Zincsilite,14.7.13,14,7,13
Hardystonite,14.7.14,14,7,14
Petedunnite,14.7.15,14,7,15
Clinohedrite,14.7.16,14,7,16
Junitoite,14.7.17,14,7,17
Larsenite,14.7.18,14,7,18
Esperite,14.7.19,14,7,19
Krauskopfite,14.7.2,14,7,2
Hodgkinsonite,14.7.20,14,7,20
Gerstmannite,14.7.21,14,7,21
Gageite,14.7.22,14,7,22
Franklinfurnaceite,14.7.23,14,7,23
Walstromite,14.7.3,14,7,3
Macdonaldite,14.7.4,14,7,4
Ericssonite,14.7.5,14,7,5
Ericssonite-2O,14.7.6,14,7,6
Gillespite,14.7.7,14,7,7
AndrÃ©meyerite,14.7.8,14,7,8
Pellyite,14.7.9,14,7,9
ThalÃ©nite-(Y),14.8.1,14,8,1
Nordite-(La),14.8.10,14,8,10
Nordite-(Ce),14.8.11,14,8,11
Jervisite,14.8.12,14,8,12
Cerite-(CeCa),14.8.13,14,8,13
Cascandite,14.8.14,14,8,14
Keiviite-(Y),14.8.2,14,8,2
Keiviite-(Yb),14.8.3,14,8,3
Tombarthite-(Y),14.8.4,14,8,4
Thortveitite,14.8.5,14,8,5
Sazhinite-(Ce),14.8.6,14,8,6
Monteregianite-(Y),14.8.7,14,8,7
Iraqite-(La),14.8.8,14,8,8
Ashcroftine-(Y),14.8.9,14,8,9
Natisite,14.9.1,14,9,1
Batisite,14.9.10,14,9,10
Fresnoite,14.9.11,14,9,11
Joaquinite-(Ce),14.9.12,14,9,12
Orthojoaquinite-(Ce),14.9.13,14,9,13
Strontiojoaquinite,14.9.14,14,9,14
Bario-orthojoaquinite,14.9.15,14,9,15
Strontio-orthojoaquinite,14.9.16,14,9,16
Bafertisite,14.9.17,14,9,17
Hejtmanite,14.9.18,14,9,18
Delindeite,14.9.19,14,9,19
Lorenzenite,14.9.2,14,9,2
Barytolamprophyllite,14.9.20,14,9,20
Trimounsite-(Y),14.9.21,14,9,21
Perrierite-(Ce),14.9.22,14,9,22
Chevkinite,14.9.23,14,9,23
