mineral_name,chemical_index_id,group_id,subgroup_id,mineral_id
Zhemchuzhnikovite,31.1.9,31,1,9
Earlandite,31.2.1,31,2,1
Mellite,31.3.1,31,3,1
Calclacite,31.4.1,31,4,1
Evenkite,32.1,32,,1
Kladnoite,32.1,32,,10
Acetamide,32.11,32,,11
Guanine,32.12,32,,12
Urea,32.13,32,,13
Uricite,32.14,32,,14
Abelsonite,32.15,32,,15
Fichtelite,32.2,32,,2
Simonellite,32.3,32,,3
KratochvÃ­lite,32.4,32,,4
Idrialite,32.5,32,,5
Carpathite,32.6,32,,6
Refikite,32.7,32,,7
Flagstaffite,32.8,32,,8
Hoelite,32.9,32,,9
Bazhenovite,4.1,4,,1
Apuanite,4.1,4,,10
Versiliaite,4.11,4,,11
Kermesite,4.2,4,,2
Sarabauite,4.3,4,,3
Schöllhornite,4.4,4,,4
Yushkinite,4.5,4,,5
Vyalsovite,4.6,4,,6
Valleriite,4.7,4,,7
Tochilinite,4.8,4,,8
Haapalaite,4.9,4,,9
Gerstleyite,5.0.1,5,0,1
Sinnerite,5.1.1,5,1,1
HodruÅ¡ite,5.1.10,5,1,10
Giraudite-(Zn),5.1.11,5,1,11
Permingeatite,5.1.12,5,1,12
Tennantite Subgroup,5.1.2,5,1,2
Chalcostibite,5.1.4,5,1,4
Tetrahedrite Subgroup,5.1.5,5,1,5
Goldfieldite,5.1.6,5,1,6
Emplectite,5.1.7,5,1,7
Cuprobismutite,5.1.8,5,1,8
Wittichenite,5.1.9,5,1,9
Smithite,5.2.1,5,2,1
Pyrostilpnite,5.2.10,5,2,10
Stephanite,5.2.11,5,2,11
Polybasite,5.2.12,5,2,12
Billingsleyite,5.2.13,5,2,13
Polybasite-Tac,5.2.14,5,2,14
Freibergite Subgroup,5.2.15,5,2,15
Aramayoite,5.2.16,5,2,16
Matildite,5.2.17,5,2,17
Schapbachite,5.2.18,5,2,18
Pavonite,5.2.19,5,2,19
Trechmannite,5.2.2,5,2,2
Arcubisite,5.2.20,5,2,20
Bohdanowiczite,5.2.21,5,2,21
Selenostephanite,5.2.22,5,2,22
Benleonardite,5.2.23,5,2,23
Volynskite,5.2.24,5,2,24
Proustite,5.2.3,5,2,3
Xanthoconite,5.2.4,5,2,4
Pearceite,5.2.5,5,2,5
Pearceite-T2ac,5.2.6,5,2,6
Argentotennantite-(Zn),5.2.7,5,2,7
Miargyrite,5.2.8,5,2,8
Pyrargyrite,5.2.9,5,2,9
NagyÃ¡gite,5.3.1,5,3,1
Nowackiite,5.4.1,5,4,1
Florensovite,5.4.2,5,4,2
Aktashite,5.4.3,5,4,3
Laffittite,5.4.4,5,4,4
Galkhaite,5.4.5,5,4,5
Livingstonite,5.4.6,5,4,6
Gruzdevite,5.4.7,5,4,7
Tvalchrelidzeite,5.4.8,5,4,8
Hakite-(Hg),5.4.9,5,4,9
LorÃ¡ndite,5.5.1,5,5,1
Vrbaite,5.5.10,5,5,10
Rebulite,5.5.11,5,5,11
Gillulyite,5.5.12,5,5,12
Weissbergite,5.5.13,5,5,13
Rohaite,5.5.14,5,5,14
Vaughanite,5.5.15,5,5,15
Chalcothallite,5.5.16,5,5,16
Pierrotite,5.5.17,5,5,17
Parapierrotite,5.5.18,5,5,18
Criddleite,5.5.19,5,5,19
Ellisite,5.5.2,5,5,2
ChabournÃ©ite,5.5.20,5,5,20
Imhofite,5.5.3,5,5,3
Simonite,5.5.4,5,5,4
Christite,5.5.5,5,5,5
Routhierite,5.5.6,5,5,6
Hutchinsonite,5.5.7,5,5,7
Wallisite,5.5.8,5,5,8
Bernardite,5.5.9,5,5,9
Sartorite,5.6.1,5,6,1
Heteromorphite,5.6.10,5,6,10
Launayite,5.6.11,5,6,11
Playfairite,5.6.12,5,6,12
Semseyite,5.6.13,5,6,13
Madocite,5.6.14,5,6,14
Boulangerite,5.6.15,5,6,15
Robinsonite,5.6.17,5,6,17
Guettardite,5.6.18,5,6,18
Twinnite,5.6.19,5,6,19
DufrÃ©noysite,5.6.2,5,6,2
Veenite,5.6.20,5,6,20
Sorbyite,5.6.21,5,6,21
Geocronite,5.6.22,5,6,22
Galenobismutite,5.6.23,5,6,23
Cosalite,5.6.24,5,6,24
Cannizzarite,5.6.25,5,6,25
Lillianite,5.6.26,5,6,26
Giessenite,5.6.27,5,6,27
Platynite,5.6.28,5,6,28
Xilingolite,5.6.29,5,6,29
Liveingite,5.6.3,5,6,3
Weibullite,5.6.30,5,6,30
Wittite,5.6.31,5,6,31
Kirkiite,5.6.32,5,6,32
Ustarasite,5.6.33,5,6,33
Baumhauerite,5.6.4,5,6,4
Gratonite,5.6.5,5,6,5
Jordanite,5.6.6,5,6,6
FÃ¼löppite,5.6.7,5,6,7
Zinkenite,5.6.8,5,6,8
Plagionite,5.6.9,5,6,9
Seligmannite,5.7.1,5,7,1
Nuffieldite,5.7.10,5,7,10
JaskÃ³lskiite,5.7.11,5,7,11
Tintinaite,5.7.12,5,7,12
Kobellite,5.7.13,5,7,13
Proudite,5.7.14,5,7,14
Nordströmite,5.7.15,5,7,15
Watkinsonite,5.7.16,5,7,16
Pekoite,5.7.17,5,7,17
Petrovicite,5.7.18,5,7,18
Eclarite,5.7.19,5,7,19
Bournonite,5.7.2,5,7,2
Marrite,5.7.20,5,7,20
Argentobaumhauerite,5.7.21,5,7,21
Andorite,5.7.22,5,7,22
Ramdohrite,5.7.23,5,7,23
Roshchinite,5.7.24,5,7,24
Ourayite,5.7.25,5,7,25
Eskimoite,5.7.26,5,7,26
FizÃ©lyite,5.7.27,5,7,27
Owyheeite,5.7.28,5,7,28
Freieslebenite,5.7.29,5,7,29
Meneghinite,5.7.3,5,7,3
Diaphorite,5.7.30,5,7,30
Sterryite,5.7.31,5,7,31
Vikingite,5.7.32,5,7,32
Zoubekite,5.7.33,5,7,33
Schirmerite,5.7.34,5,7,34
Gustavite,5.7.36,5,7,36
Kitaibelite,5.7.37,5,7,37
Treasurite,5.7.38,5,7,38
Benjaminite,5.7.39,5,7,39
Gladite,5.7.4,5,7,4
Lengenbachite,5.7.40,5,7,40
Berryite,5.7.41,5,7,41
Neyite,5.7.42,5,7,42
Larosite,5.7.43,5,7,43
Cupropavonite,5.7.44,5,7,44
PadÄ•raite,5.7.45,5,7,45
Rayite,5.7.46,5,7,46
Rathite,5.7.47,5,7,47
Hatchite,5.7.48,5,7,48
Lindströmite,5.7.5,5,7,5
Krupkaite,5.7.6,5,7,6
Hammarite,5.7.7,5,7,7
Friedrichite,5.7.8,5,7,8
Aikinite,5.7.9,5,7,9
Samsonite,5.8.1,5,8,1
Sakharovaite,5.8.10,5,8,10
Arsenohauchecornite,5.8.11,5,8,11
TuÄekite,5.8.12,5,8,12
Bismutohauchecornite,5.8.13,5,8,13
Parkerite,5.8.14,5,8,14
Hauchecornite,5.8.15,5,8,15
Tellurohauchecornite,5.8.16,5,8,16
Lapieite,5.8.17,5,8,17
MÃ¼ckeite,5.8.18,5,8,18
Vozhminite,5.8.19,5,8,19
Uchucchacuaite,5.8.2,5,8,2
Benavidesite,5.8.3,5,8,3
Berthierite,5.8.4,5,8,4
Jamesonite,5.8.5,5,8,5
Parajamesonite,5.8.6,5,8,6
Garavellite,5.8.7,5,8,7
Izoklakeite,5.8.8,5,8,8
Miharaite,5.8.9,5,8,9
Kuramite,6.1.1,6,1,1
FerrokÃ«sterite,6.1.10,6,1,10
KÃ«sterite,6.1.11,6,1,11
Stannoidite,6.1.12,6,1,12
ÄŒernÃ½ite,6.1.13,6,1,13
Vinciennite,6.1.14,6,1,14
Pirquitasite,6.1.15,6,1,15
Hocartite,6.1.16,6,1,16
Teallite,6.1.17,6,1,17
Franckeite,6.1.18,6,1,18
LÃ©vyclaudite,6.1.19,6,1,19
Mohite,6.1.2,6,1,2
Cylindrite,6.1.20,6,1,20
PotosÃ­ite,6.1.21,6,1,21
Sakuraiite,6.1.22,6,1,22
Petrukite,6.1.23,6,1,23
Incaite,6.1.24,6,1,24
Velikite,6.1.3,6,1,3
Hemusite,6.1.4,6,1,4
Kiddcreekite,6.1.5,6,1,5
Stannite,6.1.6,6,1,6
Rhodostannite,6.1.7,6,1,7
Mawsonite,6.1.8,6,1,8
Chatkalite,6.1.9,6,1,9
Germanite,6.2.1,6,2,1
Briartite,6.2.2,6,2,2
Renierite,6.2.3,6,2,3
Argyrodite,6.2.4,6,2,4
Canfieldite,6.2.5,6,2,5
Morozeviczite,6.2.6,6,2,6
Polkovicite,6.2.7,6,2,7
Enargite,6.3.1,6,3,1
Luzonite,6.3.2,6,3,2
Famatinite,6.3.3,6,3,3
Sulvanite,6.4.1,6,4,1
Arsenosulvanite,6.4.2,6,4,2
Colusite,6.4.3,6,4,3
Nekrasovite,6.4.4,6,4,4
Corderoite,6.5.1,6,5,1
Radhakrishnaite,6.5.10,6,5,10
Djerfisherite,6.5.11,6,5,11
Thalfenisite,6.5.12,6,5,12
Arzakite,6.5.2,6,5,2
Lavrentievite,6.5.3,6,5,3
Grechishchevite,6.5.4,6,5,4
Radtkeite,6.5.5,6,5,5
Capgaronnite,6.5.6,6,5,6
Perroudite,6.5.7,6,5,7
Ardaite,6.5.8,6,5,8
Dadsonite,6.5.9,6,5,9
Ice,7.1.1,7,1,1
Baddeleyite,7.10.1,7,10,1
Thorianite,7.10.10,7,10,10
Arkelite,7.10.2,7,10,2
Painite,7.10.3,7,10,3
Srilankite,7.10.4,7,10,4
Zirconolite,7.10.5,7,10,5
Calzirtite,7.10.6,7,10,6
Tazheranite,7.10.7,7,10,7
Zirkelite,7.10.8,7,10,8
Uhligite,7.10.9,7,10,9
Romarchite,7.11.1,7,11,1
Natanite,7.11.10,7,11,10
Mushistonite,7.11.11,7,11,11
Ferronigerite-2N1S,7.11.12,7,11,12
Magnesionigerite,7.11.13,7,11,13
Argutite,7.11.14,7,11,14
Brunogeierite,7.11.15,7,11,15
Stottite,7.11.16,7,11,16
Carboirite,7.11.17,7,11,17
Otjisumeite,7.11.18,7,11,18
Bartelkeite,7.11.19,7,11,19
Cassiterite,7.11.2,7,11,2
Massicot,7.11.20,7,11,20
Litharge,7.11.21,7,11,21
Minium,7.11.22,7,11,22
Plattnerite,7.11.23,7,11,23
Scrutinyite,7.11.24,7,11,24
Murdochite,7.11.25,7,11,25
Macedonite,7.11.26,7,11,26
CesÃ rolite,7.11.27,7,11,27
Coronadite,7.11.28,7,11,28
Quenselite,7.11.29,7,11,29
Plumboferrite,7.11.30,7,11,30
Magnetoplumbite,7.11.31,7,11,31
Senaite,7.11.32,7,11,32
Schoenfliesite,7.11.4,7,11,4
Burtite,7.11.5,7,11,5
Vismirnovite,7.11.6,7,11,6
Wickmanite,7.11.7,7,11,7
Tetrawickmanite,7.11.8,7,11,8
Jeanbandyite,7.11.9,7,11,9
Montroseite,7.12.1,7,12,1
Bariandite,7.12.10,7,12,10
Corvusite,7.12.11,7,12,11
Simplotite,7.12.12,7,12,12
Kyzylkumite,7.12.13,7,12,13
Schreyerite,7.12.14,7,12,14
Berdesinskiite,7.12.15,7,12,15
Tivanite,7.12.16,7,12,16
Mannardite,7.12.17,7,12,17
Karelianite,7.12.18,7,12,18
Coulsonite,7.12.19,7,12,19
Scherbinaite,7.12.2,7,12,2
Nolanite,7.12.20,7,12,20
Vuorelainenite,7.12.21,7,12,21
Tantite,7.12.22,7,12,22
Kimrobinsonite,7.12.23,7,12,23
Paramontroseite,7.12.3,7,12,3
Häggite,7.12.4,7,12,4
Duttonite,7.12.5,7,12,5
Doloresite,7.12.6,7,12,6
Lenoblite,7.12.7,7,12,7
Navajoite,7.12.8,7,12,8
Vanoxite,7.12.9,7,12,9
Arsenolite,7.13.1,7,13,1
Stibivanite,7.13.11,7,13,11
Bismite,7.13.12,7,13,12
SillÃ©nite,7.13.13,7,13,13
Claudetite,7.13.2,7,13,2
Senarmontite,7.13.3,7,13,3
Valentinite,7.13.4,7,13,4
Cervantite,7.13.5,7,13,5
Stibiconite,7.13.6,7,13,6
Bahianite,7.13.7,7,13,7
Cualstibite-1M,7.13.8,7,13,8
Bismutostibiconite,7.13.9,7,13,9
Eskolaite,7.14.1,7,14,1
Zincochromite,7.14.10,7,14,10
Wattersite,7.14.11,7,14,11
Chromite,7.14.12,7,14,12
Magnesiochromite,7.14.13,7,14,13
Bracewellite,7.14.2,7,14,2
Grimaldiite,7.14.3,7,14,3
Guyanaite,7.14.4,7,14,4
Yimengite,7.14.5,7,14,5
Mathiasite,7.14.6,7,14,6
Mcconnellite,7.14.7,7,14,7
Redledgeite,7.14.8,7,14,8
Hawthorneite,7.14.9,7,14,9
Tugarinovite,7.15.1,7,15,1
Molybdite,7.15.2,7,15,2
Sidwillite,7.15.3,7,15,3
Ilsemannite,7.15.4,7,15,4
Tungstite,7.15.5,7,15,5
Hydrotungstite,7.15.6,7,15,6
Meymacite,7.15.7,7,15,7
Alumotungstite,7.15.8,7,15,8
Hydroplumboelsmoreite,7.15.9,7,15,9
Uraninite,7.16.1,7,16,1
Roubaultite,7.16.10,7,16,10
Becquerelite,7.16.11,7,16,11
Rameauite,7.16.12,7,16,12
Agrinierite,7.16.13,7,16,13
Protasite,7.16.14,7,16,14
Billietite,7.16.15,7,16,15
Bauranoite,7.16.16,7,16,16
Metacalciouranoite,7.16.17,7,16,17
Calciouranoite,7.16.18,7,16,18
Orthobrannerite,7.16.19,7,16,19
Schoepite,7.16.2,7,16,2
Thorutite,7.16.20,7,16,20
Davidite-(La),7.16.21,7,16,21
Davidite-(Ce),7.16.22,7,16,22
Brannerite,7.16.23,7,16,23
Fourmarierite,7.16.24,7,16,24
Richetite,7.16.25,7,16,25
Curite,7.16.26,7,16,26
Masuyite,7.16.27,7,16,27
Vandendriesscheite,7.16.28,7,16,28
Metavandendriesscheite,7.16.29,7,16,29
Paraschoepite,7.16.3,7,16,3
Sayrite,7.16.30,7,16,30
Wölsendorfite,7.16.31,7,16,31
Clarkeite,7.16.32,7,16,32
Uranosphaerite,7.16.33,7,16,33
Metaschoepite,7.16.4,7,16,4
Metastudtite,7.16.5,7,16,5
Studtite,7.16.6,7,16,6
Ianthinite,7.16.7,7,16,7
Compreignacite,7.16.8,7,16,8
Vandenbrandeite,7.16.9,7,16,9
Downeyite,7.17.1,7,17,1
Tellurite,7.17.2,7,17,2
Paratellurite,7.17.3,7,17,3
Chiluite,7.17.4,7,17,4
Manganosite,7.18.1,7,18,1
Pyrochroite,7.18.10,7,18,10
Birnessite,7.18.11,7,18,11
Aurorite,7.18.12,7,18,12
Cianciulliite,7.18.13,7,18,13
Hausmannite,7.18.2,7,18,2
Pyrolusite,7.18.3,7,18,3
Ramsdellite,7.18.4,7,18,4
Akhtenskite,7.18.5,7,18,5
Feitknechtite,7.18.6,7,18,6
Manganite,7.18.7,7,18,7
Groutite,7.18.8,7,18,8
Nsutite,7.18.9,7,18,9
Bixbyite-(Mn),7.19.1,7,19,1
Janggunite,7.19.2,7,19,2
Jacobsite,7.19.3,7,19,3
Vernadite,7.19.4,7,19,4
Galaxite,7.19.5,7,19,5
Filipstadite,7.19.6,7,19,6
Manganochromite,7.19.7,7,19,7
ZenzÃ©nite,7.19.8,7,19,8
Lithiophorite,7.2.1,7,2,1
Diaoyudaoite,7.2.2,7,2,2
Manjiroite,7.2.3,7,2,3
Cryptomelane,7.2.4,7,2,4
WÃ¼stite,7.20.1,7,20,1
Amakinite,7.20.10,7,20,10
Magnesioferrite,7.20.11,7,20,11
Muskoxite,7.20.12,7,20,12
Srebrodolskite,7.20.13,7,20,13
Hercynite,7.20.14,7,20,14
Brownmillerite,7.20.15,7,20,15
Magnetite,7.20.2,7,20,2
Maghemite,7.20.3,7,20,3
Hematite,7.20.4,7,20,4
Goethite,7.20.5,7,20,5
Akaganeite,7.20.6,7,20,6
Feroxyhyte,7.20.7,7,20,7
Lepidocrocite,7.20.8,7,20,8
Ferrihydrite,7.20.9,7,20,9
Heterogenite,7.21.1,7,21,1
Cochromite,7.21.3,7,21,3
Asbolane,7.21.4,7,21,4
Bunsenite,7.22.1,7,22,1
Theophrastite,7.22.3,7,22,3
Jamborite,7.22.4,7,22,4
Takovite,7.22.5,7,22,5
Trevorite,7.22.6,7,22,6
Nichromite,7.22.7,7,22,7
Cuprite,7.3.1,7,3,1
Tenorite,7.3.2,7,3,2
Paramelaconite,7.3.3,7,3,3
Spertiniite,7.3.4,7,3,4
Crednerite,7.3.5,7,3,5
Delafossite,7.3.6,7,3,6
Cuprospinel,7.3.7,7,3,7
Bromellite,7.4.1,7,4,1
Meixnerite,7.4.10,7,4,10
Lime,7.4.11,7,4,11
Portlandite,7.4.12,7,4,12
Chlormayenite,7.4.13,7,4,13
Hydrocalumite,7.4.14,7,4,14
Marokite,7.4.15,7,4,15
RanciÃ©ite,7.4.16,7,4,16
Hollandite,7.4.17,7,4,17
Romanèchite,7.4.18,7,4,18
Todorokite,7.4.19,7,4,19
Behoite,7.4.2,7,4,2
Clinobehoite,7.4.3,7,4,3
Chrysoberyl,7.4.4,7,4,4
Magnesiotaaffeite-2Nâ€™2S,7.4.5,7,4,5
Magnesiotaaffeite-6Nâ€™3S,7.4.6,7,4,6
Periclase,7.4.7,7,4,7
Brucite,7.4.8,7,4,8
Spinel,7.4.9,7,4,9
Zincite,7.5.1,7,5,1
Franklinite,7.5.10,7,5,10
Monteponite,7.5.11,7,5,11
Montroydite,7.5.12,7,5,12
Sweetite,7.5.2,7,5,2
Ashoverite,7.5.3,7,5,3
WÃ¼lfingite,7.5.4,7,5,4
Gahnite,7.5.5,7,5,5
Hetaerolite,7.5.6,7,5,6
Hydrohetaerolite,7.5.7,7,5,7
Chalcophanite,7.5.8,7,5,8
Woodruffite,7.5.9,7,5,9
Corundum,7.6.1,7,6,1
Diaspore,7.6.2,7,6,2
Böhmite,7.6.3,7,6,3
Gibbsite,7.6.4,7,6,4
Bayerite,7.6.5,7,6,5
Nordstrandite,7.6.6,7,6,6
Doyleite,7.6.7,7,6,7
Akdalaite,7.6.8,7,6,8
Söhngeite,7.7.1,7,7,1
Cerianite-(Ce),7.7.2,7,7,2
Avicennite,7.7.3,7,7,3
Dzhalindite,7.7.4,7,7,4
Quartz,7.8.1,7,8,1
Coesite,7.8.2,7,8,2
Tridymite,7.8.3,7,8,3
Stishovite,7.8.4,7,8,4
Cristobalite,7.8.5,7,8,5
Lechatelierite,7.8.6,7,8,6
Silhydrite,7.8.7,7,8,7
Opal,7.8.8,7,8,8
MogÃ¡nite,7.8.9,7,8,9
Hongquiite,7.9.1,7,9,1
Lucasite-(Ce),7.9.10,7,9,10
Hibonite,7.9.11,7,9,11
Yttrocrasite-(Y),7.9.12,7,9,12
Pyrophanite,7.9.13,7,9,13
Jacobsite-Q,7.9.14,7,9,14
Ilmenite,7.9.15,7,9,15
Pseudobrookite,7.9.16,7,9,16
Ulvöspinel,7.9.17,7,9,17
Pseudorutile,7.9.18,7,9,18
Freudenbergite,7.9.19,7,9,19
Rutile,7.9.2,7,9,2
Kennedyite,7.9.20,7,9,20
Armalcolite,7.9.21,7,9,21
Högbomite,7.9.22,7,9,22
Qandilite,7.9.23,7,9,23
Cafetite,7.9.24,7,9,24
Loveringite,7.9.25,7,9,25
Lindsleyite,7.9.26,7,9,26
Priderite,7.9.27,7,9,27
Jeppeite,7.9.28,7,9,28
Ankangite,7.9.29,7,9,29
Anatase,7.9.3,7,9,3
Ecandrewsite,7.9.30,7,9,30
Landauite,7.9.31,7,9,31
Brookite,7.9.4,7,9,4
Geikielite,7.9.5,7,9,5
Perovskite,7.9.6,7,9,6
Kassite,7.9.7,7,9,7
Tausonite,7.9.8,7,9,8
Crichtonite,7.9.9,7,9,9
Griceite,8.1.1,8,1,1
Villiaumite,8.1.2,8,1,2
Halite,8.1.3,8,1,3
Hydrohalite,8.1.4,8,1,4
Carobbiite,8.1.5,8,1,5
Sylvite,8.1.6,8,1,6
Salammoniac,8.1.7,8,1,7
Scacchite,8.10.1,8,10,1
Kempite,8.10.2,8,10,2
Chlormanganokalite,8.10.3,8,10,3
Molysite,8.11.1,8,11,1
Lawrencite,8.11.10,8,11,10
Hydromolysite,8.11.2,8,11,2
RokÃ¼hnite,8.11.3,8,11,3
Douglasite,8.11.4,8,11,4
Erythrosiderite,8.11.5,8,11,5
Rinneite,8.11.6,8,11,6
Kremersite,8.11.7,8,11,7
Iowaite,8.11.8,8,11,8
Nickelbischofite,8.11.9,8,11,9
Ferruccite,8.12.1,8,12,1
Avogadrite,8.12.2,8,12,2
Malladrite,8.12.3,8,12,3
Hieratite,8.12.4,8,12,4
Cryptohalite,8.12.5,8,12,5
Bararite,8.12.6,8,12,6
Nantokite,8.2.1,8,2,1
Claringbullite,8.2.10,8,2,10
Marshite,8.2.11,8,2,11
Mitscherlichite,8.2.12,8,2,12
Ponomarevite,8.2.13,8,2,13
Tolbachite,8.2.2,8,2,2
Eriochalcite,8.2.3,8,2,3
Atacamite,8.2.4,8,2,4
Paratacamite,8.2.5,8,2,5
Botallackite,8.2.6,8,2,6
Melanothallite,8.2.7,8,2,7
Calumetite,8.2.8,8,2,8
Anthonyite,8.2.9,8,2,9
Chlorargyrite,8.3.1,8,3,1
Bromargyrite,8.3.2,8,3,2
Bromian Chlorargyrite,8.3.3,8,3,3
Iodargyrite,8.3.4,8,3,4
Miersite,8.3.5,8,3,5
Sellaite,8.4.1,8,4,1
Chlorocalcite,8.4.10,8,4,10
Rorisite,8.4.11,8,4,11
Jarlite,8.4.12,8,4,12
Calcjarlite,8.4.13,8,4,13
Tikhonenkovite,8.4.14,8,4,14
Acuminite,8.4.15,8,4,15
Frankdicksonite,8.4.16,8,4,16
Usovite,8.4.17,8,4,17
BÃ¸gvadite,8.4.18,8,4,18
Neighborite,8.4.2,8,4,2
Bischofite,8.4.3,8,4,3
Korshunovskite,8.4.4,8,4,4
Carnallite,8.4.5,8,4,5
Tachyhydrite,8.4.6,8,4,6
Fluorite,8.4.7,8,4,7
Sinjarite,8.4.8,8,4,8
Antarcticite,8.4.9,8,4,9
Simonkolleite,8.5.1,8,5,1
Moschelite,8.5.10,8,5,10
Tocornalite,8.5.11,8,5,11
Calomel,8.5.2,8,5,2
Terlinguaite,8.5.3,8,5,3
Poyarkovite,8.5.4,8,5,4
Pinchite,8.5.5,8,5,5
Eglestonite,8.5.6,8,5,6
Kadyrelite,8.5.7,8,5,7
Comancheite,8.5.8,8,5,8
Kuzminite,8.5.9,8,5,9
Zharchikhite,8.6.1,8,6,1
Koenenite,8.6.10,8,6,10
Chlor-manasseite,8.6.11,8,6,11
"Gearksutite""",8.6.12,8,6,12
Prosopite,8.6.13,8,6,13
Yaroslavite,8.6.14,8,6,14
Carlhintzeite,8.6.15,8,6,15
Colquiriite,8.6.16,8,6,16
Thomsenolite,8.6.17,8,6,17
Pachnolite,8.6.18,8,6,18
Zirklerite,8.6.19,8,6,19
Chloraluminite,8.6.2,8,6,2
Cadwaladerite,8.6.3,8,6,3
Cryolithionite,8.6.4,8,6,4
Cryolite,8.6.5,8,6,5
Chiolite,8.6.6,8,6,6
Elpasolite,8.6.7,8,6,7
Weberite,8.6.8,8,6,8
Hydrokenoralstonite,8.6.9,8,6,9
Fluocerite-(Ce),8.7.1,8,7,1
Fluocerite-(La),8.7.2,8,7,2
Tveitite-(Y),8.7.3,8,7,3
Gagarinite-(Y),8.7.4,8,7,4
Abhurite,8.8.1,8,8,1
Fiedlerite,8.8.10,8,8,10
Blixite,8.8.11,8,8,11
Pseudocotunnite,8.8.12,8,8,12
Diaboleite,8.8.13,8,8,13
Pseudoboleite,8.8.14,8,8,14
Chloroxiphite,8.8.15,8,8,15
Bideauxite,8.8.17,8,8,17
Boleite,8.8.18,8,8,18
Aravaipaite,8.8.19,8,8,19
Matlockite,8.8.2,8,8,2
Yedlinite,8.8.20,8,8,20
Kolarite,8.8.21,8,8,21
Hematophanite,8.8.22,8,8,22
Laurelite,8.8.3,8,8,3
Cotunnite,8.8.4,8,8,4
Mendipite,8.8.5,8,8,5
Damaraite,8.8.6,8,8,6
Laurionite,8.8.7,8,8,7
Paralaurionite,8.8.8,8,8,8
Penfieldite,8.8.9,8,8,9
Onoratoite,8.9.1,8,9,1
Kelyanite,8.9.2,8,9,2
Gananite,8.9.3,8,9,3
Zavaritskite,8.9.4,8,9,4
Bismoclite,8.9.5,8,9,5
DaubrÃ©eite,8.9.6,8,9,6
Perite,8.9.7,8,9,7
Sassolite,9.1.1,9,1,1
Ameghinite,9.1.10,9,1,10
Sborgite,9.1.11,9,1,11
Aristarainite,9.1.12,9,1,12
Santite,9.1.13,9,1,13
Larderellite,9.1.14,9,1,14
Ammonioborite,9.1.15,9,1,15
Rhodizite,9.1.16,9,1,16
Metaborite,9.1.2,9,1,2
Diomignite,9.1.3,9,1,3
Biringuccite,9.1.4,9,1,4
Nasinite,9.1.5,9,1,5
Kernite,9.1.6,9,1,6
Ezcurrite,9.1.7,9,1,7
Tincalconite,9.1.8,9,1,8
Borax,9.1.9,9,1,9
Hambergite,9.2.1,9,2,1
Halurgite,9.2.10,9,2,10
Inderite,9.2.11,9,2,11
Hungchaoite,9.2.12,9,2,12
Admontite,9.2.13,9,2,13
Mcallisterite,9.2.14,9,2,14
Rivadavite,9.2.15,9,2,15
Kaliborite,9.2.16,9,2,16
Iquiqueite,9.2.17,9,2,17
Suanite,9.2.2,9,2,2
Kotoite,9.2.3,9,2,3
SzaibÃ©lyite,9.2.4,9,2,4
Preobrazhenskite,9.2.5,9,2,5
Aksaite,9.2.6,9,2,6
Wightmanite,9.2.7,9,2,7
Pinnoite,9.2.8,9,2,8
Kurnakovite,9.2.9,9,2,9
Calciborite,9.3.1,9,3,1
Nifontovite,9.3.10,9,3,10
Inyoite,9.3.12,9,3,12
Gowerite,9.3.13,9,3,13
Colemanite,9.3.14,9,3,14
Pentahydroborite,9.3.15,9,3,15
Hexahydroborite,9.3.16,9,3,16
Meyerhofferite,9.3.17,9,3,17
Priceite,9.3.18,9,3,18
Ginorite,9.3.19,9,3,19
Sibirskite,9.3.2,9,3,2
Probertite,9.3.20,9,3,20
Ulexite,9.3.21,9,3,21
Hydroboracite,9.3.22,9,3,22
Inderborite,9.3.23,9,3,23
Wardsmithite,9.3.24,9,3,24
Henmilite,9.3.25,9,3,25
Strontioborite,9.3.26,9,3,26
Veatchite,9.3.27,9,3,27
Veatchite-A,9.3.28,9,3,28
P-Veatchite,9.3.29,9,3,29
"Fabianite""",9.3.3,9,3,3
Balavinskite,9.3.30,9,3,30
Tunellite,9.3.31,9,3,31
Strontioginorite,9.3.32,9,3,32
Uralborite,9.3.4,9,3,4
Vimsite,9.3.5,9,3,5
Olshanskyite,9.3.6,9,3,6
Frolovite,9.3.7,9,3,7
Korzhinskite,9.3.8,9,3,8
Tyretskite,9.3.9,9,3,9
Roweite,9.4.1,9,4,1
Fedorovskite,9.4.2,9,4,2
Sinhalite,9.5.2,9,5,2
Braitschite-(Ce),9.5.3,9,5,3
Warwickite,9.6.1,9,6,1
Azoproite,9.6.2,9,6,2
Nordenskiöldine,9.6.3,9,6,3
Hulsite,9.6.4,9,6,4
Magnesiohulsite,9.6.5,9,6,5
BÃ©hierite,9.6.6,9,6,6
Pinakiolite,9.7.1,9,7,1
Tusionite,9.7.10,9,7,10
Orthopinakiolite,9.7.2,9,7,2
Jimboite,9.7.3,9,7,3
Sussexite,9.7.4,9,7,4
Wiserite,9.7.5,9,7,5
Kurchatovite,9.7.6,9,7,6
Clinokurchatovite,9.7.7,9,7,7
Takéuchiite,9.7.8,9,7,8
Blatterite,9.7.9,9,7,9
Vonsenite,9.8.1,9,8,1
Ludwigite,9.8.2,9,8,2
Fredrikssonite,9.8.3,9,8,3
Chestermanite,9.8.4,9,8,4
Bonaccordite,9.9.1,9,9,1
